finding_id,rule,file,line,message,code_snippet,assisted_verdict,confidence,rationale,review_method
mbedtls_040,R01,include/psa/crypto_legacy.h,30,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_EXPORT' value (1) is below PQC minimum requirements.,"      27: #define PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_IMPORT   1
      28: #endif
      29: #if !defined(PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_EXPORT)
>>>   30: #define PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_EXPORT   1
      31: #endif
      32: #if !defined(PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_GENERATE)
      33: #define PSA_WANT_KEY_TYPE_ECC_KEY_PAIR_GENERATE 1",FP,medium,"Hardcoded size is a symmetric/hash/configuration constant, not a PQC key/signature buffer.",llm_assisted_static_audit
mbedtls_041,R01,include/psa/crypto_legacy.h,45,Hardcoded key/buffer size macro 'PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,"      42: #define PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_BASIC      1
      43: #endif
      44: #if !defined(PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_IMPORT)
>>>   45: #define PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_IMPORT   1
      46: #endif
      47: #if !defined(PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_EXPORT)
      48: #define PSA_WANT_KEY_TYPE_RSA_KEY_PAIR_EXPORT   1",FP,medium,"Hardcoded size is a symmetric/hash/configuration constant, not a PQC key/signature buffer.",llm_assisted_static_audit
mbedtls_042,R01,library/aria.c,725,Hardcoded key array size (3 bytes) for 'aria_test2_cbc_ct' is insufficient for PQC.,"     722: #endif
     723: 
     724: #if defined(MBEDTLS_CIPHER_MODE_CBC)
>>>  725: static const uint8_t aria_test2_cbc_ct[3][48] =         // CBC ciphertext
     726: {
     727:     { 0x49, 0xd6, 0x18, 0x60, 0xb1, 0x49, 0x09, 0x10,   // 128-bit key
     728:       0x9c, 0xef, 0x0d, 0x22, 0xa9, 0x26, 0x81, 0x34,",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_043,R01,library/chachapoly.c,95,Hardcoded key array size (32 bytes) for 'key' is insufficient for PQC.,"      92: }
      93: 
      94: int mbedtls_chachapoly_setkey(mbedtls_chachapoly_context *ctx,
>>>   95:                               const unsigned char key[32])
      96: {
      97:     int ret = MBEDTLS_ERR_ERROR_CORRUPTION_DETECTED;
      98: ",FP,medium,"Hardcoded size is a symmetric/hash/configuration constant, not a PQC key/signature buffer.",llm_assisted_static_audit
mbedtls_044,R01,library/des.c,395,Hardcoded key array size (32 bytes) for 'SK' is insufficient for PQC.,"     392: }
     393: 
     394: #if !defined(MBEDTLS_DES_SETKEY_ALT)
>>>  395: void mbedtls_des_setkey(uint32_t SK[32], const unsigned char key[MBEDTLS_DES_KEY_SIZE])
     396: {
     397:     int i;
     398:     uint32_t X, Y, T;",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_045,R01,library/psa_crypto_storage.h,193,Hardcoded key/buffer size macro 'PSA_CRYPTO_STORAGE_HAS_TRANSACTIONS' value (1) is below PQC minimum requirements.,"     190: 
     191: #if defined(MBEDTLS_PSA_CRYPTO_SE_C)
     192: /** This symbol is defined if transaction support is required. */
>>>  193: #define PSA_CRYPTO_STORAGE_HAS_TRANSACTIONS 1
     194: #endif
     195: 
     196: #if defined(PSA_CRYPTO_STORAGE_HAS_TRANSACTIONS)",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_046,R01,library/ssl_misc.h,86,Hardcoded key/buffer size macro 'MBEDTLS_SSL_EXT_ID_PRE_SHARED_KEY' value (13) is below PQC minimum requirements.,"      83: #define MBEDTLS_SSL_EXT_ID_CLI_CERT_TYPE              10
      84: #define MBEDTLS_SSL_EXT_ID_SERV_CERT_TYPE             11
      85: #define MBEDTLS_SSL_EXT_ID_PADDING                    12
>>>   86: #define MBEDTLS_SSL_EXT_ID_PRE_SHARED_KEY             13
      87: #define MBEDTLS_SSL_EXT_ID_EARLY_DATA                 14
      88: #define MBEDTLS_SSL_EXT_ID_SUPPORTED_VERSIONS         15
      89: #define MBEDTLS_SSL_EXT_ID_COOKIE                     16",FP,medium,"Hardcoded size is a symmetric/hash/configuration constant, not a PQC key/signature buffer.",llm_assisted_static_audit
mbedtls_047,R01,library/ssl_misc.h,95,Hardcoded key/buffer size macro 'MBEDTLS_SSL_EXT_ID_KEY_SHARE' value (22) is below PQC minimum requirements.,"      92: #define MBEDTLS_SSL_EXT_ID_OID_FILTERS                19
      93: #define MBEDTLS_SSL_EXT_ID_POST_HANDSHAKE_AUTH        20
      94: #define MBEDTLS_SSL_EXT_ID_SIG_ALG_CERT               21
>>>   95: #define MBEDTLS_SSL_EXT_ID_KEY_SHARE                  22
      96: #define MBEDTLS_SSL_EXT_ID_TRUNCATED_HMAC             23
      97: #define MBEDTLS_SSL_EXT_ID_SUPPORTED_POINT_FORMATS    24
      98: #define MBEDTLS_SSL_EXT_ID_ENCRYPT_THEN_MAC           25",FP,medium,"Hardcoded size is a symmetric/hash/configuration constant, not a PQC key/signature buffer.",llm_assisted_static_audit
mbedtls_048,R01,library/ssl_misc.h,349,Hardcoded key/buffer size macro 'MBEDTLS_RECEIVED_SIG_ALGS_SIZE' value (20) is below PQC minimum requirements.,"     346: /* Maximum size in bytes of list in supported elliptic curve ext., RFC 4492 */
     347: #define MBEDTLS_SSL_MAX_CURVE_LIST_LEN         65535
     348: 
>>>  349: #define MBEDTLS_RECEIVED_SIG_ALGS_SIZE         20
     350: 
     351: #if defined(MBEDTLS_SSL_HANDSHAKE_WITH_CERT_ENABLED)
     352: ",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_049,R01,library/ssl_tls13_server.c,886,Hardcoded key/buffer size macro 'SSL_TLS1_3_PARSE_KEY_SHARES_EXT_NO_MATCH' value (1) is below PQC minimum requirements.,"     883: }
     884: #endif /* PSA_WANT_ALG_ECDH || PSA_WANT_ALG_FFDH */
     885: 
>>>  886: #define SSL_TLS1_3_PARSE_KEY_SHARES_EXT_NO_MATCH 1
     887: 
     888: #if defined(MBEDTLS_SSL_TLS1_3_KEY_EXCHANGE_MODE_SOME_EPHEMERAL_ENABLED)
     889: /*",FP,medium,"Hardcoded size is a symmetric/hash/configuration constant, not a PQC key/signature buffer.",llm_assisted_static_audit
mbedtls_050,R01,programs/pkey/key_app.c,25,Hardcoded key/buffer size macro 'MODE_PRIVATE' value (1) is below PQC minimum requirements.,"      22: #endif
      23: 
      24: #define MODE_NONE               0
>>>   25: #define MODE_PRIVATE            1
      26: #define MODE_PUBLIC             2
      27: 
      28: #define DFL_MODE                MODE_NONE",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_051,R01,programs/pkey/key_app.c,26,Hardcoded key/buffer size macro 'MODE_PUBLIC' value (2) is below PQC minimum requirements.,"      23: 
      24: #define MODE_NONE               0
      25: #define MODE_PRIVATE            1
>>>   26: #define MODE_PUBLIC             2
      27: 
      28: #define DFL_MODE                MODE_NONE
      29: #define DFL_FILENAME            ""keyfile.key""",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_052,R01,programs/pkey/key_app_writer.c,62,Hardcoded key/buffer size macro 'MODE_PUBLIC' value (2) is below PQC minimum requirements.,"      59: 
      60: #define MODE_NONE               0
      61: #define MODE_PRIVATE            1
>>>   62: #define MODE_PUBLIC             2
      63: 
      64: #define OUTPUT_MODE_NONE               0
      65: #define OUTPUT_MODE_PRIVATE            1",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_053,R01,programs/pkey/key_app_writer.c,65,Hardcoded key/buffer size macro 'OUTPUT_MODE_PRIVATE' value (1) is below PQC minimum requirements.,"      62: #define MODE_PUBLIC             2
      63: 
      64: #define OUTPUT_MODE_NONE               0
>>>   65: #define OUTPUT_MODE_PRIVATE            1
      66: #define OUTPUT_MODE_PUBLIC             2
      67: 
      68: #define OUTPUT_FORMAT_PEM              0",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_054,R01,programs/pkey/key_app_writer.c,66,Hardcoded key/buffer size macro 'OUTPUT_MODE_PUBLIC' value (2) is below PQC minimum requirements.,"      63: 
      64: #define OUTPUT_MODE_NONE               0
      65: #define OUTPUT_MODE_PRIVATE            1
>>>   66: #define OUTPUT_MODE_PUBLIC             2
      67: 
      68: #define OUTPUT_FORMAT_PEM              0
      69: #define OUTPUT_FORMAT_DER              1",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_055,R01,programs/psa/key_ladder_demo.c,123,Hardcoded key/buffer size macro 'WRAPPING_KEY_BITS' value (128) is below PQC minimum requirements.,"     120: 
     121: /* Type and size of the key used to wrap data. */
     122: #define WRAPPING_KEY_TYPE PSA_KEY_TYPE_AES
>>>  123: #define WRAPPING_KEY_BITS 128
     124: 
     125: /* Cipher mode used to wrap data. */
     126: #define WRAPPING_ALG PSA_ALG_CCM",REVIEW,low,Cannot classify from finding metadata alone; inspect source context.,llm_assisted_static_audit
mbedtls_056,R01,tests/include/test/drivers/crypto_config_test_driver_extension.h,455,Hardcoded key/buffer size macro 'MBEDTLS_PSA_ACCEL_KEY_TYPE_DH_KEY_PAIR_IMPORT' value (1) is below PQC minimum requirements.,"     452: #if defined(MBEDTLS_PSA_ACCEL_KEY_TYPE_DH_KEY_PAIR_IMPORT)
     453: #undef MBEDTLS_PSA_ACCEL_KEY_TYPE_DH_KEY_PAIR_IMPORT
     454: #else
>>>  455: #define MBEDTLS_PSA_ACCEL_KEY_TYPE_DH_KEY_PAIR_IMPORT 1
     456: #endif
     457: #endif
     458: ",FP,high,Finding is in a test/example/program directory; not production code.,llm_assisted_static_audit
mbedtls_057,R01,tests/include/test/drivers/crypto_config_test_driver_extension.h,503,Hardcoded key/buffer size macro 'MBEDTLS_PSA_ACCEL_KEY_TYPE_RSA_KEY_PAIR_GENERATE' value (1) is below PQC minimum requirements.,"     500: #if defined(MBEDTLS_PSA_ACCEL_KEY_TYPE_RSA_KEY_PAIR_GENERATE)
     501: #undef MBEDTLS_PSA_ACCEL_KEY_TYPE_RSA_KEY_PAIR_GENERATE
     502: #else
>>>  503: #define MBEDTLS_PSA_ACCEL_KEY_TYPE_RSA_KEY_PAIR_GENERATE 1
     504: #endif
     505: #endif
     506: ",FP,high,Finding is in a test/example/program directory; not production code.,llm_assisted_static_audit
mbedtls_058,R01,tests/include/test/drivers/crypto_config_test_driver_extension.h,527,Hardcoded key/buffer size macro 'MBEDTLS_PSA_ACCEL_KEY_TYPE_DH_PUBLIC_KEY' value (1) is below PQC minimum requirements.,"     524: #if defined(MBEDTLS_PSA_ACCEL_KEY_TYPE_DH_PUBLIC_KEY)
     525: #undef MBEDTLS_PSA_ACCEL_KEY_TYPE_DH_PUBLIC_KEY
     526: #else
>>>  527: #define MBEDTLS_PSA_ACCEL_KEY_TYPE_DH_PUBLIC_KEY 1
     528: #endif
     529: #endif
     530: ",FP,high,Finding is in a test/example/program directory; not production code.,llm_assisted_static_audit
mbedtls_059,R01,tests/include/test/drivers/crypto_config_test_driver_extension.h,664,Hardcoded key/buffer size macro 'MBEDTLS_PSA_ACCEL_KEY_TYPE_DES' value (1) is below PQC minimum requirements.,"     661: #if defined(MBEDTLS_PSA_ACCEL_KEY_TYPE_DES)
     662: #undef MBEDTLS_PSA_ACCEL_KEY_TYPE_DES
     663: #else
>>>  664: #define MBEDTLS_PSA_ACCEL_KEY_TYPE_DES 1
     665: #endif
     666: #endif
     667: ",FP,high,Finding is in a test/example/program directory; not production code.,llm_assisted_static_audit
mbedtls_060,R02,3rdparty/everest/library/x25519.c,156,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     153:     if( ctx == NULL )
     154:         return( MBEDTLS_ERR_ECP_BAD_INPUT_DATA );
     155: 
>>>  156:     if( ( ret = f_rng( p_rng, ctx->our_secret, MBEDTLS_X25519_KEY_SIZE_BYTES ) ) != 0 )
     157:         return ret;
     158: 
     159:     *olen = MBEDTLS_X25519_KEY_SIZE_BYTES + 1;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_061,R02,3rdparty/p256-m/p256-m_driver_entrypoints.c,116,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     113:     /* Is this the right curve? */
     114:     size_t bits = psa_get_key_bits(attributes);
     115:     psa_key_type_t type = psa_get_key_type(attributes);
>>>  116:     if (bits != CURVE_BITS || type != PSA_KEY_TYPE_ECC_KEY_PAIR(PSA_ECC_FAMILY_SECP_R1)) {
     117:         return PSA_ERROR_NOT_SUPPORTED;
     118:     }
     119: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_062,R02,include/mbedtls/pk.h,1054,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"    1051:  */
    1052: static inline mbedtls_ecp_keypair *mbedtls_pk_ec(const mbedtls_pk_context pk)
    1053: {
>>> 1054:     switch (mbedtls_pk_get_type(&pk)) {
    1055:         case MBEDTLS_PK_ECKEY:
    1056:         case MBEDTLS_PK_ECKEY_DH:
    1057:         case MBEDTLS_PK_ECDSA:",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_063,R02,library/aes.c,550,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     547: #endif
     548: 
     549: #if defined(MBEDTLS_AESNI_C) && MBEDTLS_AESNI_HAVE_CODE == 2
>>>  550:     if (mbedtls_aesni_has_support(MBEDTLS_AESNI_AES)) {
     551:         align_16_bytes = 1;
     552:     }
     553: #endif",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_064,R02,library/aes.c,768,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     765:     const unsigned int half_keybits = keybits / 2;
     766:     const unsigned int half_keybytes = half_keybits / 8;
     767: 
>>>  768:     switch (keybits) {
     769:         case 256: break;
     770:         case 512: break;
     771:         default: return MBEDTLS_ERR_AES_INVALID_KEY_LENGTH;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_065,R02,library/aes.c,1225,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1222:     }
    1223: 
    1224:     while (blocks--) {
>>> 1225:         if (MBEDTLS_UNLIKELY(leftover && (mode == MBEDTLS_AES_DECRYPT) && blocks == 0)) {
    1226:             /* We are on the last block in a decrypt operation that has
    1227:              * leftover bytes, so we need to use the next tweak for this block,
    1228:              * and this tweak for the leftover bytes. Save the current tweak for",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_066,R02,library/aes.c,1365,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1362:     unsigned char c;
    1363:     unsigned char ov[17];
    1364: 
>>> 1365:     if (mode != MBEDTLS_AES_ENCRYPT && mode != MBEDTLS_AES_DECRYPT) {
    1366:         return MBEDTLS_ERR_AES_BAD_INPUT_DATA;
    1367:     }
    1368:     while (length--) {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_067,R02,library/aes.c,1381,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1378: 
    1379:         c = *output++ = (unsigned char) (iv[0] ^ *input++);
    1380: 
>>> 1381:         if (mode == MBEDTLS_AES_ENCRYPT) {
    1382:             ov[16] = c;
    1383:         }
    1384: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_068,R02,library/aes.c,1909,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1906:             memset(buf, 0, 16);
    1907: 
    1908: #if !defined(MBEDTLS_BLOCK_CIPHER_NO_DECRYPT)
>>> 1909:             if (mode == MBEDTLS_AES_DECRYPT) {
    1910:                 ret = mbedtls_aes_setkey_dec(&ctx, key, keybits);
    1911:                 aes_tests = aes_test_ecb_dec[u];
    1912:             } else",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_069,R02,library/aes.c,1938,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    1935:                 }
    1936:             }
    1937: 
>>> 1938:             if (memcmp(buf, aes_tests, 16) != 0) {
    1939:                 ret = 1;
    1940:                 goto exit;
    1941:             }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_070,R02,library/aes.c,2011,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2008: 
    2009:             }
    2010: 
>>> 2011:             if (memcmp(buf, aes_tests, 16) != 0) {
    2012:                 ret = 1;
    2013:                 goto exit;
    2014:             }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_071,R02,library/aes.c,2139,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2136:                 goto exit;
    2137:             }
    2138: 
>>> 2139:             if (memcmp(buf, aes_tests, 64) != 0) {
    2140:                 ret = 1;
    2141:                 goto exit;
    2142:             }",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_072,R02,library/aes.c,2176,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2173:             memcpy(key, aes_test_ctr_key[u], 16);
    2174: 
    2175:             offset = 0;
>>> 2176:             if ((ret = mbedtls_aes_setkey_enc(&ctx, key, 128)) != 0) {
    2177:                 goto exit;
    2178:             }
    2179: ",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_073,R02,library/aes.c,2182,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"    2179: 
    2180:             len = aes_test_ctr_len[u];
    2181: 
>>> 2182:             if (mode == MBEDTLS_AES_DECRYPT) {
    2183:                 memcpy(buf, aes_test_ctr_ct[u], len);
    2184:                 aes_tests = aes_test_ctr_pt[u];
    2185:             } else {",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_074,R02,library/aesce.c,274,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"     271:     unsigned char *keys = (unsigned char *) (ctx->buf + ctx->rk_offset);
     272: 
     273: #if !defined(MBEDTLS_BLOCK_CIPHER_NO_DECRYPT)
>>>  274:     if (mode == MBEDTLS_AES_DECRYPT) {
     275:         block = aesce_decrypt_block(block, keys, ctx->nr);
     276:     } else
     277: #else",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_075,R02,library/aesce.c,363,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"     360:             continue;
     361:         }
     362: #if !defined(MBEDTLS_AES_ONLY_128_BIT_KEY_LENGTH)
>>>  363:         switch (key_bit_length) {
     364:             case 128:
     365:                 break;
     366:             case 192:",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_076,R02,library/aesni.c,98,Algorithm if-else chain contains classical checks but lacks post-quantum cryptography options.,"      95:     --nr;
      96: 
      97: #if !defined(MBEDTLS_BLOCK_CIPHER_NO_DECRYPT)
>>>   98:     if (mode == MBEDTLS_AES_DECRYPT) {
      99:         while (nr != 0) {
     100:             state = _mm_aesdec_si128(state, *rk);
     101:             ++rk;",REVIEW,low,Algorithm-selection warning needs source-context confirmation.,llm_assisted_static_audit
mbedtls_077,R02,library/block_cipher.c,100,Algorithm switch statement contains classical crypto but lacks post-quantum cryptography cases.,"      97:     ctx->engine = MBEDTLS_BLOCK_CIPHER_ENGINE_LEGACY;
      98: #endif
      99: 
>>>  100:     switch (ctx->id) {
     101: #if defined(MBEDTLS_AES_C)
     102:         case MBEDTLS_BLOCK_CIPHER_ID_AES:
     103:             mbedtls_aes_init(&ctx->ctx.aes);",TP,medium,Classical algorithm-selection logic requires crypto-agility review for PQC migration.,llm_assisted_static_audit
